127.0.0.1 - - [13/Nov/2014:15:02:52 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:02:53 +0530] "GET /vision/admin/admin_login.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Nov/2014:15:02:57 +0530] "GET /vision/admin/admin_login.js HTTP/1.1" 200 2353
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:03:35 +0530] "GET /vision/ HTTP/1.1" 200 3064
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:03:35 +0530] "GET /vision/user/css%20files/slider.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:03:35 +0530] "GET /vision/user/js%20files/slider.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:03:35 +0530] "GET /vision/user/images/slider/DSC02654-qpr.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:03:35 +0530] "GET /vision/user/images/slider/DSC02647-qpr.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:03:36 +0530] "GET /vision/user/images/slider/DSC00619-qpr.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:03:36 +0530] "GET /vision/user/images/slider/DSC00779-qpr.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:03:36 +0530] "GET /vision/user/images/slider/DSC00780-qpr.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:03:36 +0530] "GET /vision/user/images/slider/DSC00792-qpr.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:03:36 +0530] "GET /vision/user/images/slider/DSC01672-qpr.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:03:36 +0530] "GET /vision/user/images/slider/DSC00804-qpr.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:03:36 +0530] "GET /vision/user/images/slider/DSC00834-qpr.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:03:36 +0530] "GET /vision/user/images/slider/DSC02603-qpr.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:03:36 +0530] "GET /vision/user/images/slider/DSC01215-qpr.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:03:36 +0530] "GET /vision/user/images/slider/DSC_1164-qpr.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:03:36 +0530] "GET /vision/user/images/slider/DSC02639-qpr.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:03:36 +0530] "GET /vision/user/css%20files/images/slider/loading.gif HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:03:36 +0530] "GET /vision/user/images/background/parquet_flooring-1920x1200.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:03:36 +0530] "GET /vision/user/images/slider/bullet.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:04:13 +0530] "GET /vision/admin/adminlogin.jsp HTTP/1.1" 200 1605
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:04:14 +0530] "GET /vision/admin/admin_login.js HTTP/1.1" 200 2353
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:04:14 +0530] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:09:33 +0530] "POST /vision/AdminLoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:09:33 +0530] "GET /vision/admin/administrator.jsp HTTP/1.1" 200 1093
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:09:37 +0530] "GET /vision/ViewUserServlet HTTP/1.1" 200 1724
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:10:18 +0530] "GET /vision/ViewFeedbackServlet HTTP/1.1" 200 1115
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:10:25 +0530] "GET /vision/DeleteFeedbackServlet?val=7 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:10:25 +0530] "GET /vision/ViewFeedbackServlet HTTP/1.1" 200 972
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:10:28 +0530] "GET /vision/DeleteFeedbackServlet?val=2 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:10:28 +0530] "GET /vision/ViewFeedbackServlet HTTP/1.1" 200 824
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:10:29 +0530] "GET /vision/DeleteFeedbackServlet?val=6 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:10:29 +0530] "GET /vision/ViewFeedbackServlet HTTP/1.1" 200 672
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:10:36 +0530] "GET /vision/AdminLogoutServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:10:36 +0530] "GET /vision/admin/adminlogin.jsp HTTP/1.1" 200 1605
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:10:47 +0530] "POST /vision/AdminLoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:10:47 +0530] "GET /vision/admin/administrator.jsp HTTP/1.1" 200 1093
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:10:49 +0530] "GET /vision/ViewUserServlet HTTP/1.1" 200 1724
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:11:02 +0530] "GET /vision/AdminLogoutServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:11:02 +0530] "GET /vision/admin/adminlogin.jsp HTTP/1.1" 200 1605
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:11:08 +0530] "GET /vision HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Nov/2014:15:11:08 +0530] "GET /vision/ HTTP/1.1" 200 3064
